ID,Name,Height,Weight,Age,Sex,Profession,Salary,Количество Машин
465,Алексеев Вадим,168.0,107.0,68,м,автослесарь,41000,0
466,Гущин Денис,178.0,111.0,84,м,программист,410000,0
467,Щукин Даниил,172.0,70.0,39,м,инженер,139000,2
468,Титов Аристарх,171.0,73.0,34,м,автослесарь,210000,0
469,Савин Радомир,167.0,101.0,66,м,автослесарь,409000,1
470,Суворов Вольдемар,165.0,92.0,65,м,автослесарь,113000,0
471,Шарапов Степан,166.0,78.0,36,м,врач,20000,0
473,Матвеев Ждан,183.0,89.0,88,м,автослесарь,443000,1
474,Вишняков Влас,176.0,87.0,40,м,студент,161000,2
475,Игнатьев Савва,192.0,96.0,55,м,студент,480000,1
477,Колобов Тарас,180.0,89.0,29,м,сантехник,434000,1
478,Коновалов Дамир,185.0,113.0,48,м,автослесарь,384000,1
479,Петухов Платон,191.0,56.0,56,м,преподаватель,243000,1
480,Гордеев Антоний,191.0,119.0,66,м,бухгалтер,216000,2
481,Рогов Данила,183.0,99.0,52,м,инженер,28000,0
482,Комаров Серафим,187.0,65.0,20,м,автослесарь,453000,1
483,Козлов Юрий,180.0,104.0,82,м,врач,459000,2
484,Бирюков Ренат,182.0,90.0,77,м,программист,414000,3
485,Пестов Феликс,186.0,112.0,64,м,бухгалтер,126000,1
486,Копылов Вениамин,191.0,60.0,27,м,студент,482000,0
487,Герасимов Арсений,176.0,104.0,65,м,продавец,493000,1
488,Чернов Гавриил,175.0,76.0,48,м,студент,481000,0
489,Григорьев Фаддей,190.0,104.0,61,м,преподаватель,379000,1
490,Смирнов Эдуард,182.0,100.0,39,м,бухгалтер,49000,2
491,Копылов Анастасий,174.0,90.0,19,м,сантехник,354000,1
492,Казаков Кир,194.0,112.0,75,м,врач,418000,0
493,Петров Захар,184.0,114.0,20,м,программист,106000,2
494,Агафонов Никодим,190.0,104.0,70,м,преподаватель,416000,1
495,Власов Александр,174.0,79.0,25,м,продавец,239000,1
496,Гордеев Рустам,189.0,55.0,21,м,продавец,307000,1
497,Николаев Илья,179.0,56.0,53,м,программист,357000,1
498,Воронов Родион,194.0,110.0,77,м,инженер,231000,1
499,Фадеев Григорий,182.0,73.0,86,м,сантехник,377000,1
500,Сафонов Данила,180.0,97.0,52,м,автослесарь,228000,1
501,Пахомов Вячеслав,171.0,105.0,74,м,автослесарь,440000,1
502,Денисов Юлиан,167.0,119.0,70,м,бухгалтер,496000,0
503,Носов Филимон,176.0,64.0,64,м,врач,424000,0
504,Семёнов Александр,192.0,115.0,26,м,врач,191000,0
505,Яковлев Никанор,190.0,89.0,59,м,врач,165000,1
506,Никонов Захар,187.0,94.0,34,м,преподаватель,358000,0
507,Кудряшов Геннадий,170.0,63.0,44,м,инженер,277000,0
508,Семёнов Филимон,182.0,95.0,69,м,программист,456000,1
509,Галкин Прохор,180.0,80.0,25,м,продавец,31000,1
510,Мясников Модест,184.0,86.0,21,м,преподаватель,286000,0
511,Архипов Станислав,193.0,55.0,45,м,врач,144000,1
512,Исаев Виталий,187.0,79.0,21,м,преподаватель,338000,1
513,Богданов Яромир,174.0,107.0,66,м,врач,353000,0
514,Силин Авраам,169.0,92.0,79,м,инженер,325000,1
515,Баранов Юлиан,169.0,74.0,37,м,студент,282000,2
516,Рыбаков Эрик,187.0,69.0,55,м,сантехник,183000,0
518,Капустин Виктор,180.0,96.0,57,м,студент,435000,0
519,Пономарёв Савелий,167.0,88.0,49,м,автослесарь,232000,0
520,Щербаков Осип,170.0,75.0,63,м,студент,413000,1
521,Макаров Егорий,173.0,105.0,35,м,продавец,43000,0
522,Беспалов Юрий,179.0,76.0,25,м,студент,330000,1
523,Поляков Семен,182.0,93.0,52,м,бухгалтер,497000,1
524,Панфилов Глеб,168.0,113.0,38,м,преподаватель,155000,2
525,Волков Артур,185.0,53.0,44,м,программист,220000,0
526,Кулаков Андрей,173.0,98.0,74,м,инженер,199000,1
527,Кабанов Анатолий,185.0,114.0,53,м,бухгалтер,363000,0
528,Крылов Эдуард,179.0,116.0,66,м,программист,324000,0
529,Гордеев Дамир,180.0,78.0,79,м,сантехник,19000,0
530,Голубев Терентий,188.0,86.0,56,м,студент,377000,1
531,Соколов Герман,173.0,108.0,22,м,преподаватель,154000,0
532,Фомин Зиновий,188.0,58.0,67,м,автослесарь,449000,0
533,Давыдов Иосиф,165.0,111.0,67,м,сантехник,195000,0
534,Молчанов Аркадий,183.0,78.0,34,м,инженер,159000,0
535,Васильев Ефим,191.0,77.0,70,м,программист,202000,0
537,Князев Климент,167.0,89.0,69,м,программист,218000,0
539,Лазарев Ефим,192.0,75.0,74,м,продавец,195000,0
541,Стрелков Арсентий,188.0,114.0,57,м,преподаватель,265000,0
542,Гуляев Ефрем,183.0,53.0,41,м,студент,211000,0
543,Григорьев Федот,176.0,60.0,85,м,студент,66000,0
544,Туров Рустам,181.0,76.0,63,м,бухгалтер,226000,1
545,Туров Лев,165.0,59.0,43,м,продавец,185000,2
546,Лобанов Гавриил,194.0,101.0,38,м,преподаватель,352000,0
547,Панфилов Геннадий,190.0,78.0,41,м,студент,489000,2
548,Дьячков Никифор,187.0,111.0,25,м,преподаватель,41000,0
550,Уваров Глеб,165.0,74.0,54,м,студент,65000,1
551,Бирюков Терентий,191.0,54.0,21,м,врач,110000,0
553,Никонов Никон,183.0,117.0,56,м,продавец,215000,2
554,Мясников Спартак,170.0,109.0,84,м,преподаватель,266000,1
555,Меркушев Илья,171.0,95.0,46,м,врач,110000,0
556,Макаров Захар,186.0,74.0,33,м,врач,429000,0
557,Дьячков Яков,180.0,68.0,78,м,программист,465000,1
558,Куликов Модест,178.0,53.0,86,м,сантехник,105000,1
559,Комаров Фома,177.0,116.0,59,м,студент,235000,0
560,Комаров Вольдемар,174.0,105.0,66,м,бухгалтер,322000,1
561,Суханов Радий,187.0,71.0,66,м,инженер,186000,1
562,Михайлов Терентий,177.0,65.0,31,м,сантехник,302000,0
563,Зуев Сергей,184.0,107.0,22,м,студент,436000,1
564,Исаев Эрик,193.0,117.0,86,м,автослесарь,407000,0
565,Суханов Кондрат,194.0,99.0,48,м,врач,237000,0
566,Герасимов Викентий,174.0,72.0,84,м,студент,468000,1
567,Борисов Данил,168.0,68.0,37,м,продавец,341000,1
568,Тихонов Гордей,183.0,89.0,52,м,бухгалтер,255000,2
569,Фадеев Лукьян,174.0,112.0,61,м,автослесарь,11000,0
570,Кузьмин Севастьян,190.0,93.0,37,м,сантехник,293000,1
571,Карпов Эдуард,171.0,67.0,42,м,сантехник,300000,0
572,Сысоев Ефрем,168.0,118.0,30,м,врач,20000,1
573,Чернов Филат,168.0,88.0,75,м,продавец,485000,2
574,Большаков Макар,179.0,83.0,39,м,продавец,425000,0
575,Панов Емельян,178.0,56.0,32,м,инженер,414000,0
576,Медведев Серафим,192.0,103.0,52,м,продавец,349000,0
577,Горбунов Евстахий,193.0,93.0,74,м,инженер,190000,2
578,Прохоров Осип,178.0,75.0,46,м,врач,47000,1
580,Громов Вадим,185.0,98.0,33,м,автослесарь,181000,0
581,Карпов Димитрий,182.0,68.0,61,м,преподаватель,309000,1
582,Горбачёв Лукьян,183.0,59.0,41,м,программист,320000,0
583,Исаков Диомид,183.0,89.0,87,м,автослесарь,214000,0
584,Жуков Сидор,192.0,115.0,61,м,автослесарь,308000,0
585,Зайцев Модест,174.0,109.0,85,м,студент,392000,2
586,Муравьёв Клим,176.0,107.0,60,м,врач,379000,1
587,Коновалов Денис,173.0,77.0,68,м,инженер,44000,0
588,Мартынов Потап,185.0,85.0,30,м,бухгалтер,205000,1
590,Лазарев Добрыня,172.0,92.0,85,м,бухгалтер,363000,1
591,Давыдов Севастьян,177.0,77.0,45,м,продавец,242000,1
592,Доронин Сергей,176.0,112.0,60,м,преподаватель,473000,1
593,Суворов Вольдемар,166.0,119.0,69,м,студент,204000,0
594,Белоусов Зорийй,174.0,79.0,51,м,инженер,299000,1
595,Нестеров Сидор,193.0,118.0,72,м,программист,338000,1
596,Семёнов Чарли,185.0,78.0,58,м,продавец,307000,2
597,Воробьёв Кондрат,185.0,80.0,58,м,бухгалтер,98000,2
599,Ситников Вячеслав,171.0,103.0,31,м,программист,114000,0
600,Шарапов Семён,193.0,100.0,86,м,сантехник,442000,1
602,Данилов Викентий,187.0,99.0,23,м,программист,402000,2
603,Андреев Евдоким,193.0,106.0,25,м,студент,261000,0
604,Гусев Станислав,182.0,78.0,26,м,студент,342000,0
605,Силин Климент,168.0,118.0,22,м,инженер,86000,1
606,Князев Ярослав,174.0,69.0,31,м,студент,337000,2
607,Фомичёв Болеслав,179.0,90.0,32,м,автослесарь,434000,1
608,Поляков Самсон,173.0,50.0,89,м,сантехник,336000,2
610,Самойлов Радий,193.0,104.0,39,м,преподаватель,321000,1
611,Гордеев Остап,185.0,101.0,86,м,продавец,261000,0
612,Яковлев Борис,175.0,50.0,53,м,программист,295000,1
613,Евсеев Елисей,181.0,93.0,82,м,врач,498000,1
614,Алексеев Всеволод,165.0,60.0,66,м,сантехник,368000,1
615,Степанов Серафим,185.0,95.0,80,м,программист,491000,0
616,Лобанов Леонид,176.0,51.0,23,м,студент,409000,0
617,Елисеев Викентий,171.0,60.0,44,м,сантехник,258000,0
618,Савин Парамон,178.0,71.0,67,м,студент,373000,0
619,Орехов Борис,172.0,50.0,21,м,бухгалтер,197000,0
620,Мухин Глеб,166.0,113.0,65,м,студент,373000,0
621,Лихачёв Давыд,194.0,91.0,25,м,сантехник,382000,0
622,Сафонов Тимур,174.0,71.0,50,м,врач,27000,2
623,Фокин Архип,184.0,81.0,46,м,врач,317000,0
624,Аксёнов Фаддей,185.0,107.0,30,м,программист,488000,1
625,Корнилов Агафон,178.0,94.0,72,м,продавец,153000,1
626,Филатов Евстахий,191.0,74.0,43,м,врач,347000,1
628,Филатов Клим,192.0,98.0,64,м,программист,449000,0
629,Симонов Бронислав,168.0,53.0,49,м,программист,399000,0
630,Копылов Серафим,184.0,117.0,31,м,врач,311000,1
632,Кабанов Никодим,170.0,65.0,79,м,программист,417000,0
633,Смирнов Касьян,182.0,54.0,56,м,студент,393000,1
634,Белов Павел,188.0,84.0,88,м,инженер,162000,2
635,Гусев Лукьян,176.0,80.0,68,м,инженер,209000,0
636,Горшков Роман,183.0,75.0,84,м,инженер,286000,1
637,Сазонов Антоний,177.0,92.0,30,м,врач,291000,0
638,Баранов Тихон,166.0,59.0,46,м,бухгалтер,92000,0
639,Зыков Парамон,186.0,66.0,46,м,сантехник,451000,2
640,Бирюков Валерий,171.0,76.0,26,м,инженер,322000,0
641,Гусев Василий,177.0,51.0,43,м,врач,37000,1
643,Кондратьев Клим,181.0,61.0,27,м,бухгалтер,11000,1
644,Галкин Бронислав,165.0,53.0,78,м,сантехник,457000,2
645,Тимофеев Сергей,190.0,102.0,38,м,продавец,413000,0
646,Терентьев Влас,187.0,97.0,59,м,программист,489000,0
